message,is_toxic,Perspective_Class,DPCNN,Strudel,Hate_Speech,Keita_Kurita,bagofcommunities
"Ugly... ;-) Can we find a more general test? For example, if the last component appears to be a file name (has a base.ext form). If not then that's fine, but we have to actively seek and destroy users of the old behavior...",1,1,1,1,0,0,1
"the name is kind of silly, it should just be __smd_alloc_channel, and there's no need for it to be inline.",1,1,0,1,0,0,0
"Maybe just move this inline in the header, mostly because ifdefs are ugly. :(",1,1,0,1,0,0,1
"This is kind of ugly...
 I think instead you should pass the timeout with the function when you register it, and keep a private max timeout requested variable",1,1,0,1,0,1,1
Nitpick: blank before comma is ugly ;-),1,1,0,1,0,0,0
"This adds a ""naked"" printk",1,1,0,1,0,0,0
"Done. ""Null"" case is a bit ugly.",1,1,0,1,0,1,0
"That's what I was working on, the other alternative was to add a readTinyFileToString, which would also suck because definitions of ""tiny"" vary. (besides, I couldn't find any other callers that read a single int from a file)",1,1,0,1,0,0,1
"Just that this is written in the PRD. I didn't give much thought to it.
 
 May be, we can revisit if some of the experiences suck with this timeout?",1,1,1,1,0,0,1
"Ah, damn - good catch! You're making me rethink the way we are doing things here. Essentially, all we really want to do is make sure that what is in CryptAuth matches the current GcmDeviceInfo.
 
 Now that I think about it more, we probably don't need to store anything in preferences at all. I think we could just do the following:
 
 (1) Inspect the GcmDeviceInfo and the local device metadata. If they contain the same supported features, we are done.
 (2) If they do not, then force enrollment/sync until they contain the same supported features.
 
 In this scheme, we wouldn't need to worry about the ListValues at all, since we wouldn't be storing any values in preferences. We could just extract a std::vector<cryptauth::SoftwareFeature> from both the GcmDeviceInfo and local device metadata. What do you think about this idea? Do you see anything that could go wrong here?",1,1,0,1,0,0,1
"My name is Inigo Montoya, you killed my father...",1,1,1,1,0,0,1
This comment is very silly. Consider revising or removing it.,1,1,0,1,0,0,1
"Oh, crap, sorry, and I forgot the most important thing of course: these changed again, I got Dexter to change them. They're not where they originally were, unfortunately, but they're at least not on the PMIC. They should now be at BRD_ID0 = CMPCLK, BRD_ID1 = UTXD3 and BRD_ID2 = DAISYNC. (Those are the pins Dexter told me, but I haven't found a fully updated schematic with them yet. Please double-check with the ODM that these changes really made it into the build.)",1,1,1,1,0,0,0
"Yes, I found out it happens, and it sucks. The templates need to change to allow project-level files that do not change when adding modules. gradle.properties and local.properties are the use case.",1,1,0,1,0,0,1
You can use DW_OP_implicit_value instead of a full dwarf expression,1,1,0,1,0,0,0
"We seem to use gcc4.6 in L for host builds. For example, the bionic tests on glibc run with 4.6 in L. There is a 4.6 host prebuilt tree in L, which seems to get used heavily. In all of those cases, we fall back to the __sync implementations. Those are stupid ans slow, so hopefully this is not true for anything where performance matters. This was not my choice. Someone explained the reason to me, but I don't recall it at the moment.",1,1,0,1,0,0,1
"I find at() rather ugly. Just make this a range-based loop:
 
  for (const ManagerRegister& reg : callee_save_regs) { ... }",1,1,0,1,0,0,1
well that was silly of me,1,1,0,1,0,0,0
I hate class names like this. Something less verby like CodeOutput would have been nicer. Feel free to ignore my object modeling curmudgeonliness if you must though.,1,1,0,1,0,0,1
Nit: let's nuke the |numPopups| param for sake of simplicity.,1,1,0,1,0,0,1
Yuck.,1,1,0,1,0,0,1
"This variable names is the name of a variable parse by this codec, that is here, a list of pattern, so somethings likes patterns. If you just return parser.getVariableName, this will be 'list', and that no so stupid.",1,1,1,1,0,0,0
"eeeeeeeee. yuck. only SHARED for the target, only in STATIC for the host.",1,0,0,1,0,0,1
"Yuck. c may be null here. The NPE will be caught and logged, causing a double error message, the second of which is misleading. Better to return null in the error case above.",1,0,0,1,0,0,1
Useless. Makes no sense.. removing it in next patch,1,0,0,1,0,0,1
"i think once you make the changes i suggested in the other CL, you can delete both src_compile & src_install and use:
 
  src_prepare() {
  cros-workon_src_prepare
  }
 
  src_configure() {
  cros-workon_src_configure
  }
 
  src_compile() {
  cros-workon_src_compile
  }
 
  src_install() {
  cros-workon_src_install
  default
  }
 
 yes, it sucks you have to do this ... with the migration to gyp for platform packages, it hasn't been a high priority to make the eclass do this for you ...",1,1,0,1,0,0,0
"This is most likely a crappy generator, as well. Can we just use distribution(GetRandomNumber) below?",1,0,0,1,0,0,0
"can you just create a getter for extendedWindow with ""create on first call"" behavior? Now it looks too ugly and error-prone",1,0,0,1,0,0,1
"yeah it's kinda crappy, since these tasks are there only for Studio, but since we can't hide them, we may as well assign them a group.",1,0,0,1,0,0,0
"That is a good point. Arguably, Minijail does allow you to fuck some things up (but not many) -- you can always pass a full capabilities mask for example.
 
 If you want to draft a version of this CL that delays the ELF linkage check, that's fine. If you want to land this to unblock other work, that's OK.",1,0,1,1,0,0,1
"Ugh, this is ugly.
 
 Unless I'm misreading this, struct logger_list is internal to the logger only and you can change its definition with impunity. So just add another flag rather than abusing the mode field.",1,0,0,1,0,0,1
"scratch that, making chown do it would be sucky and ugly.
 
 Is there a way we can just do a ""restorecon_all"" at the end of the init process (before remounting root ro, and then after setting up /data) to just restore the context of everything?",1,0,0,1,0,0,1
"#include'd. (TextEncoding is in WTF, not in blink)",1,1,0,1,0,0,1
This is ugly but simple. (Implementing SETUP_GOT_NOSAVE for got_reg = ecx is a feasible alternative but not required for this CL.),1,0,0,1,0,0,1
"The loop was this ugly already before, so not your fault, but while we're rewriting this piece of code, can we please make it less K&R C-style and more C++-11? It's 2016 after all, not 1995",1,0,0,1,0,0,1
"chromite.cros.commands.* contradicts that. :)
 
 Find stays, although an os.walkdirs or similar perhaps (the find was used since it's far simpler than the walkdirs crap, imo).",1,1,1,1,0,0,0
"Ugh.. this all is ugly, but specifically the define that is longer than the word kSAME is.. I'd prefer
 
  static const LanguageType k0(0)
 
 instead, so any other value visually sticks out immediately.",1,0,0,1,0,0,1
"We don't need to call collect_au_log in the first place if log_dir is missing.
 
 >why don't just let collect_au_log to check any parameter it gets in?
 That kind of implicit handling is bad, it's how you end up with JavaScript:
 
  > '5' - 3
  2 // weak typing + implicit conversions = headaches
  > '5' + 3
  '53' // Because we all love consistency
  > '5' - '4'
  1 // string - string = integer. What?
  > '5' + + '5'
  '55'
  > 'foo' + + 'foo'
  'fooNaN' // Marvelous.
  > '5' + - '2'
  '5-2'
  > '5' + - + - - + - - + + - + - + - + - - - '-2'
  '52' // Apparently it's ok
  
  > var x = 3;
  > '5' + x - x
  50
  > '5' - x + x
  5 // Because fuck math",1,1,1,1,0,0,1
"looks like you screwed up somewhere. did you ""git commit --amend"" when you meant to ""git commit""?",1,0,1,1,0,1,1
"i'd prefer we used the stupid atomic_uint_least32_t here so we can use explicitly-sized types in the rest of the code. allowing 1970s nonsense like ""unsigned int"" to leak back into the code seems like a mistake, even if the ill-considered standard tries to move us in that direction.",1,0,0,1,0,0,1
"ah, what the hell... it was really the duplication that upset me, but it was time i added the ""bits"" directory i've been promising myself anyway. done.",1,0,0,1,0,1,0
These look like nonsense.,1,0,0,1,0,0,1
wtf uses WTF_MAKE_NONCOPYABLE,1,1,1,1,0,1,1
"damn: check should be:
 
  is self.args.url and self.is_bundle:
 
 Will fix.",1,1,1,1,0,1,1
"that's just silly. if we really worried about that, we would also include the date and the log tag and the fact that this is of class error!",1,0,0,1,0,0,1
i think its fine here. it shouldn't happen unless the auth is somehow screwed up.,1,0,0,1,0,0,1
"i thought i had a bug to make the VM set these based on a call to setlocale(3), so we'd be properly stand-alone. can't find it though. i _did_ find http://b/17422813 for making bionic's setlocale(3) look at the [native] system properties though. it's all kind of a mess at the moment, with hacks in bionic, icu4c, and libcore, and probably in AndroidRuntime.cpp too. (and a weird situation where -- iirc -- our VM itself just says ""fuck it --- someone else's problem"".)
 
 i don't think it would be hard to fix any of these, it's just that none of them is really useful without the rest and it cuts across several projects.",1,0,1,1,0,0,1
"oops. might need to grep for this, though cs/ suggests this is the only place we screwed up.
 
 (it sucks that the obviously right name is the one that doesn't work!)",1,0,0,1,0,0,1
"How the hell does this work?
 
 Also, if this does what I think it does you should consider just reworking the methods already there.",1,0,0,1,0,0,1
"doesn't this just mean we fucked up the mips syscall.S in bionic? the other architectures move the syscall number into the appropriate register and then make that system call directly. on mips, we actually use a 'syscall' system call. i don't think that's necessary, and we should just fix the mips syscall.S in bionic.
 
 (is __NR_syscall even implemented? i can't find it in the kernel source.)",1,0,0,1,0,1,1
it's ugly to return a vector of pointers that the caller has to delete manually - better return vector<std::unique_ptr<SwPaM>>,1,0,0,1,0,0,0
Yuck. Could OpenJdK have a finalizer to do this instead?,1,0,0,1,0,0,1
"Bash is a strange beast. Here's my problem:
 
 
 $ echo 'somevar=""blah""' > test.sh
 $ (. ./test.sh) || echo fail
 $ echo ${somevar}
 
 $ . ./test.sh || echo fail
 $ echo ${somevar}
 blah",1,1,0,1,0,0,0
"note: this URL is going to be dead/broken in less than a month, so listing it isn't terribly useful",1,1,0,1,0,0,1
What a terrible but accurate thought. I suppose we should collect the callbacks and run them all afterward.,1,1,0,1,0,0,1
"to be clear: i'm not asking about mmap(2). i know about that, and i could read the man page if i didn't :-)
 
 my question is what the ELF specification says. are your mapped-in segments supposed to be rounded? or is L304 just foolish consistency that should be deleted?",1,0,0,1,0,0,0
"Ah, this sucks, getting rid of the early return means needing an invalid state for AssignmentLhsData, which means either adding an INVALID state to AssignType (which has to be checked in switch statements), or allowing AssignmentLhsData to break its preconditions (e.g. default-init to NON_PROPERTY but with no expr).
 
 I've added a new (optional) scope instead, and instantiate it multiple times to keep the logic near the new register assignments, WDYT?",1,1,1,1,0,0,1
"jesus, you're starting to make me think i have a brain tumor!",1,0,0,1,0,1,1
"As long as you are here, can you nuke this extra space?",1,0,0,1,0,0,1
"I know the version above sucks. But I'd suggest for small lengths, just be exhaustive. Assembling with even just 100 immediates should not be too expensive, hopefully. (Even though your code is randomized, it may not be testing really well, with the few entries being pushed.)
 
 (And we do have time, considering oatdump_test taking several minutes to dump images...)
 
 For the larger bit lengths, I have no good idea. An actual prng (with a known seed) would at least make it reproduce-able.",1,0,0,1,0,0,1
"Ah yes. This sucks, we are going to grow the handles_scopes_ proportional to the methods we are going to try to inline. 
 
 +calin: We need a better solution for handles_scopes_.",1,0,0,1,0,1,0
"Yuck. That's copy-paste from the verifier, which means I need to clean up there first...",1,0,0,1,0,0,0
"This is something that puzzles us for a long time: it is actually *required* on windows to have good FPS (damn,
 I wish I knew what is going on here ...)",1,0,0,1,0,0,1
Your indentation is messed up again,1,0,0,1,0,0,0
Probably not. I spent like a half an hour trying to get those generics to work but Java generics are an awful hack. If you look into ArrayList implementation you will see that they use Object[] data to store elements as well. This is related to the fact that you can't do new V[size] in Java when V is a template parameter.,1,0,0,1,0,0,1
